CRN,CALL_TM_min
2010017227,8.0
2010017229,2.0
2010017230,6.0
2010017231,71.0
2010017232,48.0
2010017233,2.0
2010017234,22.0
2010017235,0.0
2010017237,20.0
2010017239,1.0
2010017240,6.0
2010017244,5.0
2010017245,3.0
2010017246,6.0
2010017247,6.0
2010017248,22.0
2010017249,7.0
2010017250,15.0
2010017251,5.0
2010017252,3.0
2010017253,5.0
2010017254,55.0
2010017255,3.0
2010017256,86.0
2010017258,2.0
2010017259,5.0
2010017260,8.0
2010017261,5.0
2010017262,4.0
2010017264,0.0
2010017523,0.0
2010017658,0.0
2010018005,0.0
2010018006,10.0
2010018007,2.0
2010018009,4.0
2010018020,6.0
2010018029,0.0
2010018035,7.0
2010018036,87.0
2010018038,82.0
2010018039,1.0
2010018040,10.0
2010018041,0.0
2010018043,65.0
2010018044,6.0
2010018046,4.0
2010018047,0.0
2010018048,10.0
2010018049,10.0
2010018050,3.0
2010018051,4.0
2010018052,0.0
2010018053,16.0
2010018054,15.0
2010018055,4.0
2010018056,5.0
2010018057,7.0
2010018058,3.0
2010018059,42.0
2010018060,5.0
2010018061,2.0
2010018062,35.0
2010018064,65.0
2010018065,0.0
2010018066,4.0
2010018067,0.0
2010018100,1.0
2010018305,5.0
2010018606,3.0
2010018607,3.0
2010018608,2.0
2010018609,2.0
2010018610,3.0
2010018611,5.0
2010018613,3.0
2010018616,9.0
2010018982,2.0
2010019054,0.0
2010019189,4.0
2010019190,2.0
2010019191,4.0
2010019192,20.0
2010019193,4.0
2010019196,10.0
2010019198,0.0
2010019302,0.0
2010019340,2.0
2010019341,13.0
2010019342,7.0
2010019343,2.0
2010019345,0.0
2010019404,0.0
2010019407,0.0
2010019417,2.0
2010019424,5.0
2010019427,25.0
2010019430,8.0
2010019431,0.0
2010019432,5.0
2010019433,0.0
2010019602,0.0
2010019970,0.0
2010019976,0.0
2010020077,0.0
2010020100,15.0
2010020206,15.0
2010020464,5.0
2010020465,3.0
2010020466,4.0
2010020468,3.0
2010020471,4.0
2010020472,4.0
2010020474,7.0
2010020475,1.0
2010020476,2.0
2010020477,0.0
2010020478,0.0
2010020480,2.0
2010020831,16.0
2010020833,3.0
2010020834,11.0
2010020835,29.0
2010020838,2.0
2010020839,4.0
2010020841,2.0
2010020842,1.0
2010020846,6.0
2010020847,1.0
2010021211,0.0
2010021212,4.0
2010021214,4.0
2010021216,3.0
2010021217,4.0
2010021218,6.0
2010021405,4.0
2010021425,5.0
2010021426,0.0
2010021432,59.0
2010021433,16.0
2010021434,0.0
2010021436,8.0
2010021437,4.0
2010021438,30.0
2010021443,0.0
2010021444,5.0
2010021445,4.0
2010021446,6.0
2010021450,12.0
2010021451,21.0
2010021453,3.0
2010021454,0.0
2010021455,1.0
2010021456,3.0
2010021457,6.0
2010021459,5.0
2010021476,2.0
2010021477,1.0
2010021484,1.0
2010021485,5.0
2010021486,26.0
2010021487,0.0
2010021517,4.0
2010021520,0.0
2010021521,1.0
2010021524,29.0
2010021525,2.0
2010021527,10.0
2010021528,21.0
2010021529,6.0
2010021550,12.0
2010021551,16.0
2010021552,5.0
2010021553,5.0
2010021554,32.0
2010021556,3.0
2010021558,1.0
2010021560,11.0
2010021562,0.0
2010021563,1.0
2010021564,0.0
2010021565,48.0
2010021566,4.0
2010021567,12.0
2010021568,13.0
2010021623,3.0
2010021624,29.0
2010021625,10.0
2010021626,2.0
2010021627,5.0
2010021628,3.0
2010021629,59.0
2010021630,5.0
2010021631,1.0
2010021632,3.0
2010021633,33.0
2010021634,1.0
2010021635,1.0
2010021636,3.0
2010021638,1.0
2010021639,6.0
2010021640,2.0
2010021641,0.0
2010021643,10.0
2010021644,4.0
2010021645,6.0
2010021646,8.0
2010021671,22.0
2010021672,5.0
2010021675,7.0
2010021677,4.0
2010021683,11.0
2010021684,1.0
2010021685,6.0
2010021686,10.0
2010021687,25.0
2010021688,4.0
2010021690,0.0
2010021691,0.0
2010021693,2.0
2010021694,2.0
2010021695,3.0
2010021696,32.0
2010021698,8.0
2010021699,13.0
2010021700,2.0
2010021701,11.0
2010021703,20.0
2010021704,31.0
2010021705,2.0
2010021706,0.0
2010021707,0.0
2010021708,0.0
2010021710,2.0
2010021711,0.0
2010021712,9.0
2010021713,6.0
2010021715,1.0
2010021716,3.0
2010021717,6.0
2010021718,2.0
2010021719,2.0
2010021720,5.0
2010021722,2.0
2010021723,13.0
2010021724,2.0
2010021726,5.0
2010021727,5.0
2010021728,5.0
2010021729,17.0
2010021730,7.0
2010021731,17.0
2010021732,11.0
2010021734,33.0
2010021737,2.0
2010021738,11.0
2010021739,6.0
2010021740,11.0
2010021858,55.0
2010021861,2.0
2010021867,12.0
2010021868,4.0
2010021869,16.0
2010021870,4.0
2010021874,0.0
2010021875,6.0
2010021876,3.0
2010021877,5.0
2010021878,15.0
2010021880,88.0
2010021881,0.0
2010021883,0.0
2010021884,2.0
2010021885,5.0
2010021886,2.0
2010021890,0.0
2010021891,0.0
2010021892,0.0
2010022000,4.0
2010022001,17.0
2010022002,6.0
2010022003,5.0
2010022169,2.0
2010022171,4.0
2010022752,3.0
2010023034,8.0
2010023061,10.0
2010023319,9.0
2010023329,6.0
2010023330,0.0
2010023616,4.0
2010023617,3.0
2010023620,1.0
2010023621,6.0
2010023622,5.0
2010023623,3.0
2010023660,3.0
2010023661,0.0
2010023854,1.0
2010023914,1.0
2010023915,3.0
2010023916,3.0
2010024242,2.0
2010024481,0.0
2010024540,2.0
2010024767,7.0
2010024912,10.0
2010025053,8.0
2010025054,5.0
2010025056,3.0
2010025315,2.0
2010025330,0.0
2010025533,7.0
2010025534,5.0
2010025535,2.0
2010025537,2.0
2010025539,7.0
2010025541,9.0
2010025542,2.0
2010025543,16.0
2010025545,24.0
2010025546,3.0
2010025547,4.0
2010025665,7.0
2010025667,2.0
2010026062,2.0
2010026296,4.0
2010026297,3.0
2010026298,5.0
2010026299,2.0
2010026300,1.0
2010026302,4.0
2010026395,4.0
2010026396,3.0
2010026397,12.0
2010026399,2.0
2010026400,2.0
2010026401,2.0
2010026402,10.0
2010026420,7.0
2010026580,1.0
2010026581,4.0
2010026583,10.0
2010026584,1.0
2010026585,4.0
2010026588,3.0
2010026589,4.0
2010026590,2.0
2010026591,6.0
2010026592,1.0
2010026593,4.0
2010026594,8.0
2010026596,3.0
2010026597,3.0
2010026598,8.0
2010027018,1.0
2010027299,2.0
2010027623,2.0
2010027624,1.0
2010027738,3.0
2010027739,2.0
2010027740,1.0
2010027741,0.0
2010027745,24.0
2010027861,5.0
2010027880,9.0
2010027881,0.0
2010027882,8.0
2010027883,3.0
2010027884,9.0
2010027885,15.0
2010027886,10.0
2010027887,8.0
2010027890,0.0
2010027891,1.0
2010027892,0.0
2010027893,25.0
2010027897,27.0
2010027898,0.0
2010027899,0.0
2010027901,3.0
2010027902,1.0
2010027904,0.0
2010027905,65.0
2010027907,1.0
2010027908,0.0
2010027909,14.0
2010027934,5.0
2010027935,5.0
2010027936,26.0
2010027937,5.0
2010027938,16.0
2010027940,13.0
2010027942,4.0
2010027943,5.0
2010027944,0.0
2010027945,20.0
2010027946,10.0
2010027947,0.0
2010027948,5.0
2010027949,0.0
2010027950,0.0
2010027952,6.0
2010027954,5.0
2010027955,4.0
2010027956,9.0
2010027958,0.0
2010027959,0.0
2010027960,5.0
2010027962,1.0
2010027963,5.0
2010027965,40.0
2010027971,10.0
2010027972,3.0
2010027973,12.0
2010027974,1.0
2010027975,10.0
2010027976,0.0
2010027977,0.0
2010028051,0.0
2010028052,0.0
2010028053,0.0
2010028057,5.0
2010028058,0.0
2010028059,10.0
2010028060,50.0
2010028061,4.0
2010028063,0.0
2010028064,6.0
2010028065,31.0
2010028066,1.0
2010028070,20.0
2010028073,17.0
2010028074,0.0
2010028075,15.0
2010028076,31.0
2010028077,1.0
2010028079,28.0
2010028080,1.0
2010028081,25.0
2010028083,5.0
2010028084,7.0
2010028085,2.0
2010028092,0.0
2010028096,3.0
2010028097,3.0
2010028098,7.0
2010028099,5.0
2010028100,1.0
2010028101,0.0
2010028102,10.0
2010028103,2.0
2010028104,24.0
2010028106,3.0
2010028107,11.0
2010028108,2.0
2010028109,43.0
2010028110,2.0
2010028111,7.0
2010028112,2.0
2010028113,24.0
2010028114,2.0
2010028115,0.0
2010028116,1.0
2010028118,13.0
2010028119,1.0
2010028120,1.0
2010028121,9.0
2010028123,26.0
2010028124,8.0
2010028125,15.0
2010028126,12.0
2010028127,0.0
2010028137,0.0
2010028138,33.0
2010028139,0.0
2010028140,2.0
2010028141,3.0
2010028143,3.0
2010028145,5.0
2010028146,5.0
2010028147,3.0
2010028149,0.0
2010028150,3.0
2010028152,3.0
2010028153,10.0
2010028154,1.0
2010028155,0.0
2010028156,0.0
2010028157,3.0
2010028158,72.0
2010028159,0.0
2010028160,2.0
2010028161,4.0
2010028162,25.0
2010028164,4.0
2010028165,0.0
2010028166,2.0
2010028167,67.0
2010028168,22.0
2010028169,40.0
2010028171,10.0
2010028172,32.0
2010028174,5.0
2010028175,6.0
2010028176,3.0
2010028178,0.0
2010028179,1.0
2010028180,3.0
2010028181,31.0
2010028182,2.0
2010028185,27.0
2010028186,5.0
2010028201,0.0
2010028202,8.0
2010028205,0.0
2010028206,1.0
2010028208,5.0
2010028209,0.0
2010028212,1.0
2010028214,2.0
2010028215,0.0
2010028216,6.0
2010028217,1.0
2010028218,7.0
2010028219,14.0
2010028220,5.0
2010028221,26.0
2010028222,10.0
2010028223,0.0
2010028224,9.0
2010028225,0.0
2010028226,0.0
2010028227,19.0
2010028228,0.0
2010028229,5.0
2010028230,0.0
2010028231,0.0
2010028232,5.0
2010028233,11.0
2010028235,2.0
2010028236,3.0
2010028237,39.0
2010028238,6.0
2010028239,1.0
2010028241,2.0
2010028243,1.0
2010028244,2.0
2010028245,0.0
2010028246,1.0
2010028247,28.0
2010028248,2.0
2010028249,10.0
2010028250,0.0
2010028251,10.0
2010028252,10.0
2010028253,55.0
2010028254,2.0
2010028255,29.0
2010028256,7.0
2010028257,10.0
2010028258,9.0
2010028259,0.0
2010028260,0.0
2010028261,5.0
2010028263,4.0
2010028265,8.0
2010028266,12.0
2010028267,77.0
2010028269,3.0
2010028270,43.0
2010028272,21.0
2010028273,17.0
2010028274,7.0
2010028275,1.0
2010028276,0.0
2010028277,10.0
2010028279,47.0
2010028280,2.0
2010028281,0.0
2010028284,33.0
2010028286,5.0
2010028287,0.0
2010028288,1.0
2010028289,2.0
2010028291,46.0
2010028292,10.0
2010028293,26.0
2010028294,6.0
2010028295,0.0
2010028297,17.0
2010028298,13.0
2010028299,4.0
2010028300,4.0
2010028301,2.0
2010028302,48.0
2010028303,0.0
2010028304,0.0
2010028305,20.0
2010028306,9.0
2010028307,5.0
2010028310,30.0
2010028311,1.0
2010028312,5.0
2010028313,0.0
2010028314,40.0
2010028315,6.0
2010028316,34.0
2010028317,11.0
2010028318,1.0
2010028319,0.0
2010028320,17.0
2010028321,3.0
2010028322,0.0
2010028323,0.0
2010028324,9.0
2010028325,8.0
2010028326,0.0
2010028327,2.0
2010028329,6.0
2010028330,2.0
2010028331,3.0
2010028332,2.0
2010028333,0.0
2010028334,10.0
2010028335,60.0
2010028336,1.0
2010028337,5.0
2010028338,2.0
2010028339,23.0
2010028340,4.0
2010028341,76.0
2010028342,8.0
2010028343,1.0
2010028344,2.0
2010028345,34.0
2010028347,35.0
2010028348,60.0
2010028349,3.0
2010028350,0.0
2010028352,6.0
2010028353,1.0
2010028354,6.0
2010028355,0.0
2010028356,2.0
2010028357,0.0
2010028358,0.0
2010028359,0.0
2010028360,16.0
2010028362,10.0
2010028364,11.0
2010028366,1.0
2010028367,20.0
2010028368,6.0
2010028370,25.0
2010028371,10.0
2010028372,6.0
2010028374,0.0
2010028376,23.0
2010028378,15.0
2010028379,1.0
2010028381,2.0
2010028382,10.0
2010028383,2.0
2010028384,1.0
2010028386,2.0
2010028387,10.0
2010028388,5.0
2010028389,13.0
2010028392,10.0
2010028393,15.0
2010028394,0.0
2010028395,2.0
2010028398,4.0
2010028399,5.0
2010028400,0.0
2010028401,9.0
2010028402,3.0
2010028403,4.0
2010028404,0.0
2010028405,4.0
2010028406,5.0
2010028408,5.0
2010028409,0.0
2010028410,26.0
2010028411,1.0
2010028518,0.0
2010028521,1.0
2010028525,6.0
2010028526,19.0
2010028528,3.0
2010028529,0.0
2010028530,5.0
2010028536,5.0
2010028537,1.0
2010028539,30.0
2010028540,23.0
2010028543,4.0
2010028544,0.0
2010028545,10.0
2010028546,5.0
2010028547,12.0
2010028549,39.0
2010028550,6.0
2010028551,10.0
2010028557,2.0
2010028558,9.0
2010028559,0.0
2010028560,12.0
2010028561,0.0
2010028562,0.0
2010028563,4.0
2010028564,6.0
2010028567,5.0
2010028568,4.0
2010028571,4.0
2010028575,2.0
2010028576,27.0
2010028578,2.0
2010028579,2.0
2010028580,1.0
2010028581,25.0
2010028582,0.0
2010028584,0.0
2010028585,0.0
2010028587,22.0
2010028588,3.0
2010028589,2.0
2010028590,1.0
2010028592,10.0
2010028593,0.0
2010028594,12.0
2010028595,2.0
2010028597,6.0
2010028598,10.0
2010028599,5.0
2010028600,73.0
2010028601,0.0
2010028703,3.0
2010028704,7.0
2010028705,11.0
2010028708,3.0
2010029249,2.0
2010029250,1.0
2010029381,2.0
2010029382,3.0
2010029387,2.0
2010029390,0.0
2010029391,3.0
2010029467,4.0
2010029471,19.0
2010029474,5.0
2010029570,3.0
2010029572,4.0
2010029575,10.0
2010029577,0.0
2010029608,4.0
2010029609,4.0
2010029610,2.0
2010029612,9.0
2010029613,7.0
2010029736,5.0
2010029737,5.0
2010029766,60.0
2010029768,10.0
2010029874,0.0
2010030175,1.0
2010030176,4.0
2010030178,1.0
2010030179,1.0
2010030183,2.0
2010030184,2.0
2010030186,3.0
2010030187,2.0
2010030188,1.0
2010030190,4.0
2010030239,2.0
2010030304,0.0
2010030345,0.0
2010030346,3.0
2010030372,2.0
2010030373,12.0
2010030374,25.0
2010030375,1.0
2010030376,9.0
2010030377,80.0
2010030443,0.0
2010030478,3.0
2010030480,6.0
2010030482,4.0
2010030484,1.0
2010030596,2.0
2010030598,6.0
2010030599,3.0
2010030600,5.0
2010030601,7.0
2010030602,9.0
2010030603,0.0
2010030605,2.0
2010030606,7.0
2010030608,4.0
2010030706,3.0
2010030708,2.0
2010030862,1.0
2010030863,1.0
2010031316,9.0
2010031318,6.0
2010031320,9.0
2010031322,18.0
2010031324,7.0
2010031380,26.0
2010031744,3.0
2010031745,2.0
2010031746,3.0
2010031749,1.0
2010031751,1.0
2010031752,4.0
2010031753,5.0
2010031758,1.0
2010031759,2.0
2010031872,8.0
2010031873,2.0
2010031874,7.0
2010031875,2.0
2010031877,5.0
2010031878,5.0
2010031879,5.0
2010031880,2.0
2010031884,5.0
2010031885,4.0
2010032071,0.0
2010032096,16.0
2010032097,1.0
2010032098,2.0
2010032101,3.0
2010032102,2.0
2010032103,8.0
2010032105,2.0
2010032106,4.0
2010032107,3.0
2010032108,3.0
2010032109,4.0
2010032215,2.0
2010032216,2.0
2010032218,7.0
2010032402,0.0
2010032458,3.0
2010032459,59.0
2010032461,12.0
2010032462,30.0
2010032464,10.0
2010032465,6.0
2010032466,9.0
2010032468,22.0
2010032475,1.0
2010032476,5.0
2010032477,0.0
2010032478,0.0
2010032479,1.0
2010032480,0.0
2010032481,3.0
2010032482,2.0
2010032483,5.0
2010032484,2.0
2010032485,13.0
2010032491,1.0
2010032492,17.0
2010032493,17.0
2010032494,4.0
2010032495,0.0
2010032496,1.0
2010032497,4.0
2010032498,20.0
2010032499,5.0
2010032500,9.0
2010032503,34.0
2010032504,2.0
2010032505,2.0
2010032508,1.0
2010032509,0.0
2010032510,18.0
2010032514,1.0
2010032515,24.0
2010032516,10.0
2010032517,15.0
2010032518,5.0
2010032535,24.0
2010032536,3.0
2010032537,5.0
2010032541,3.0
2010032542,1.0
2010032544,2.0
2010032545,16.0
2010032574,5.0
2010032576,3.0
2010032578,0.0
2010032579,0.0
2010032581,4.0
2010032582,8.0
2010032583,1.0
2010032585,0.0
2010032586,1.0
2010032587,43.0
2010032602,0.0
2010032604,5.0
2010032605,6.0
2010032606,0.0
2010032607,10.0
2010032608,13.0
2010032609,0.0
2010032610,70.0
2010032612,5.0
2010032626,21.0
2010032627,17.0
2010032628,25.0
2010032630,0.0
2010032631,6.0
2010032632,5.0
2010032634,4.0
2010032635,0.0
2010032636,1.0
2010032637,0.0
2010032639,22.0
2010032640,0.0
2010032641,31.0
2010032642,4.0
2010032644,6.0
2010032645,0.0
2010032646,3.0
2010032647,2.0
2010032648,1.0
2010032649,2.0
2010032650,1.0
2010032651,5.0
2010032652,23.0
2010032711,10.0
2010032712,32.0
2010032716,69.0
2010032718,1.0
2010032719,5.0
2010032720,47.0
2010032727,2.0
2010032728,3.0
2010032729,0.0
2010032730,0.0
2010032731,5.0
2010032732,0.0
2010032733,5.0
2010032734,1.0
2010032735,1.0
2010032736,2.0
2010032737,1.0
2010032738,5.0
2010032739,1.0
2010032740,7.0
2010032741,52.0
2010032743,12.0
2010032745,2.0
2010032746,30.0
2010032747,2.0
2010032748,1.0
2010032750,4.0
2010032752,4.0
2010032754,3.0
2010032756,2.0
2010032757,0.0
2010032758,2.0
2010032759,1.0
2010032761,10.0
2010032762,0.0
2010032763,0.0
2010032764,1.0
2010032766,8.0
2010032767,15.0
2010032768,2.0
2010032769,4.0
2010032770,35.0
2010032771,21.0
2010032772,1.0
2010032773,1.0
2010032774,21.0
2010032775,14.0
2010032776,15.0
2010032777,2.0
2010032778,1.0
2010032779,2.0
2010032780,0.0
2010032781,5.0
2010032782,5.0
2010032783,0.0
2010032784,0.0
2010032785,0.0
2010032786,1.0
2010032787,0.0
2010032788,2.0
2010032789,14.0
2010032791,0.0
2010032792,4.0
2010032793,15.0
2010032796,0.0
2010032797,27.0
2010032803,2.0
2010032805,0.0
2010032807,5.0
2010032808,1.0
2010032809,5.0
2010032810,73.0
2010032811,0.0
2010032813,0.0
2010032814,6.0
2010032815,0.0
2010032816,0.0
2010032817,15.0
2010032818,1.0
2010032819,78.0
2010032821,0.0
2010032822,17.0
2010032823,4.0
2010032824,10.0
2010032825,5.0
2010032826,5.0
2010032827,0.0
2010032828,30.0
2010032830,11.0
2010032832,29.0
2010032833,15.0
2010032834,20.0
2010032835,0.0
2010032836,8.0
2010032837,15.0
2010032838,1.0
2010032839,0.0
2010032840,9.0
2010033293,36.0
2010033398,11.0
2010033399,4.0
2010033402,3.0
2010033564,1.0
2010033568,4.0
2010033569,4.0
2010033570,3.0
2010033573,2.0
2010033575,5.0
2010033576,6.0
2010033673,0.0
2010033773,5.0
2010033902,9.0
2010033904,3.0
2010033906,4.0
2010033909,2.0
2010033910,3.0
2010034050,0.0
2010034092,1.0
2010034093,3.0
2010034094,3.0
2010034126,4.0
2010034127,78.0
2010034128,0.0
2010034129,13.0
2010034130,14.0
2010034131,9.0
2010034132,0.0
2010034133,5.0
2010034134,2.0
2010034138,2.0
2010034141,0.0
2010034144,4.0
2010034145,38.0
2010034149,2.0
2010034151,2.0
2010034153,1.0
2010034154,5.0
2010034156,26.0
2010034166,20.0
2010034168,2.0
2010034169,0.0
2010034170,10.0
2010034171,5.0
2010034173,2.0
2010034174,32.0
2010034175,5.0
2010034176,17.0
2010034179,15.0
2010034180,4.0
2010034181,6.0
2010034183,63.0
2010034184,11.0
2010034186,0.0
2010034187,8.0
2010034192,3.0
2010034193,1.0
2010034194,2.0
2010034195,7.0
2010034196,33.0
2010034197,5.0
2010034199,47.0
2010034200,4.0
2010034201,1.0
2010034202,11.0
2010034203,4.0
2010034204,30.0
2010034205,2.0
2010034206,6.0
2010034207,1.0
2010034216,0.0
2010034258,5.0
2010034286,3.0
2010034460,8.0
2010034461,8.0
2010034462,5.0
2010035209,1.0
2010035306,0.0
2010035508,22.0
2010035510,30.0
2010035511,48.0
2010035529,6.0
2010035702,4.0
2010035803,0.0
2010035804,4.0
2010035805,7.0
2010035806,2.0
2010035807,1.0
2010035811,9.0
2010035812,3.0
2010035992,4.0
2010036043,5.0
2010036137,7.0
2010036140,3.0
2010036141,3.0
2010036142,1.0
2010036143,11.0
2010036292,1.0
2010036293,3.0
2010036396,6.0
2010036397,11.0
2010036541,3.0
2010036542,2.0
2010036544,7.0
2010036545,1.0
2010036546,9.0
2010036547,5.0
2010036548,14.0
2010036549,6.0
2010036889,6.0
2010036890,31.0
2010036891,3.0
2010037098,1.0
2010037099,10.0
2010037211,11.0
2010037214,3.0
2010037215,2.0
2010037217,0.0
2010037219,3.0
2010037252,0.0
2010037534,26.0
2010037535,2.0
2010037536,9.0
2010037537,3.0
2010037538,2.0
2010037539,4.0
2010037540,10.0
2010037669,0.0
2010037671,6.0
2010037672,0.0
2010037673,3.0
2010037675,3.0
2010037676,4.0
2010037678,6.0
2010037711,0.0
2010037743,30.0
2010037826,1.0
2010037857,3.0
2010037859,0.0
2010037860,2.0
2010037959,10.0
2010037960,0.0
2010037962,3.0
2010037963,11.0
2010037964,4.0
2010037965,2.0
2010037966,3.0
2010037967,5.0
2010037968,2.0
2010037969,0.0
2010037970,0.0
2010037972,2.0
2010037973,2.0
2010038037,5.0
2010038138,6.0
