CRN,TOT_RES_TM_min
2010021564,10.0
2010021565,53.0
2010021566,7.0
2010021567,23.0
2010021568,25.0
2010021623,7.0
2010021624,32.0
2010021625,13.0
2010021626,10.0
2010021627,10.0
2010021628,5.0
2010021629,66.0
2010021630,7.0
2010021631,4.0
2010021632,10.0
2010021633,37.0
2010021634,10.0
2010021635,2.0
2010021636,8.0
2010021638,4.0
2010021639,6.0
2010021640,3.0
2010021641,5.0
2010021643,25.0
2010021644,5.0
2010021645,10.0
2010021646,10.0
2010021671,22.0
2010021672,8.0
2010021675,14.0
2010021677,10.0
2010021683,14.0
2010021684,3.0
2010021685,13.0
2010021686,20.0
2010021687,35.0
2010021688,8.0
2010021690,3.0
2010021691,4.0
2010021693,13.0
2010021694,4.0
2010021695,3.0
2010021696,41.0
2010021698,12.0
2010021699,20.0
2010021700,13.0
2010021701,16.0
2010021702,3.0
2010021703,25.0
2010021704,33.0
2010021705,5.0
2010021706,3.0
2010021707,3.0
2010021708,4.0
2010021710,12.0
2010021711,6.0
2010021712,15.0
2010021713,6.0
2010021715,1.0
2010021716,5.0
2010021717,10.0
2010021718,7.0
2010021719,6.0
2010021720,9.0
2010021722,4.0
2010021723,25.0
2010021724,2.0
2010021726,10.0
2010021727,10.0
2010021728,9.0
2010021729,20.0
2010021730,37.0
2010021731,24.0
2010021732,20.0
2010021734,35.0
2010021737,4.0
2010021738,14.0
2010021739,15.0
2010021740,11.0
2010021858,56.0
2010021861,7.0
2010021867,17.0
2010021868,7.0
2010021869,17.0
2010021870,13.0
2010021874,1.0
2010021875,10.0
2010021876,6.0
2010021877,10.0
2010021878,30.0
2010021880,90.0
2010021881,5.0
2010021883,0.0
2010021884,5.0
2010021885,10.0
2010021886,14.0
2010021890,1.0
2010021891,3.0
2010021892,1.0
2010022000,6.0
2010022001,54.0
2010022002,51.0
2010022003,13.0
2010022169,5.0
2010022171,17.0
2010022752,9.0
2010023034,20.0
2010023061,20.0
2010023319,14.0
2010023329,6.0
2010023330,0.0
2010023616,12.0
2010023617,11.0
2010023620,6.0
2010023621,9.0
2010023622,11.0
2010023623,15.0
2010023660,10.0
2010023661,0.0
2010023854,5.0
2010023914,40.0
2010023915,14.0
2010023916,5.0
2010024242,26.0
2010024481,0.0
2010024540,3.0
2010024767,10.0
2010024912,15.0
2010025053,17.0
2010025054,11.0
2010025056,8.0
2010025315,4.0
2010025330,5.0
2010025533,31.0
2010025534,28.0
2010025535,11.0
2010025537,7.0
2010025539,18.0
2010025541,20.0
2010025542,5.0
2010025543,26.0
2010025545,28.0
2010025546,15.0
2010025547,8.0
2010025665,10.0
2010025667,11.0
2010026062,11.0
2010026296,9.0
2010026297,6.0
2010026298,11.0
2010026299,5.0
2010026300,3.0
2010026302,10.0
2010026395,15.0
2010026396,13.0
2010026397,12.0
2010026399,10.0
2010026400,5.0
2010026401,2.0
2010026402,11.0
2010026420,7.0
2010026580,6.0
2010026581,16.0
2010026583,6.0
2010026584,9.0
2010026585,12.0
2010026588,7.0
2010026589,19.0
2010026590,6.0
2010026591,20.0
2010026592,6.0
2010026593,17.0
2010026594,21.0
2010026596,4.0
2010026597,15.0
2010026598,12.0
2010027018,1.0
2010027299,23.0
2010027623,4.0
2010027624,3.0
2010027738,11.0
2010027739,11.0
2010027740,3.0
2010027741,0.0
2010027745,24.0
2010027861,20.0
2010027880,13.0
2010027881,3.0
2010027882,12.0
2010027883,7.0
2010027884,14.0
2010027885,20.0
2010027886,10.0
2010027887,14.0
2010027891,9.0
2010027892,0.0
2010027893,44.0
2010027897,35.0
2010027898,10.0
2010027899,4.0
2010027901,17.0
2010027902,6.0
2010027904,1.0
2010027905,65.0
2010027907,6.0
2010027908,20.0
2010027909,20.0
2010027934,10.0
2010027935,15.0
2010027936,30.0
2010027937,8.0
2010027938,25.0
2010027940,15.0
2010027942,9.0
2010027943,12.0
2010027944,2.0
2010027945,25.0
2010027946,44.0
2010027947,2.0
2010027948,7.0
2010027949,6.0
2010027950,5.0
2010027952,6.0
2010027954,7.0
2010027955,10.0
2010027956,10.0
2010027958,3.0
2010027959,7.0
2010027960,10.0
2010027962,5.0
2010027963,15.0
2010027965,43.0
2010027971,11.0
2010027972,17.0
2010027973,15.0
2010027974,7.0
2010027975,35.0
2010027976,0.0
2010027977,0.0
2010028050,1.0
2010028051,4.0
2010028052,0.0
2010028053,0.0
2010028057,9.0
2010028058,2.0
2010028059,13.0
2010028060,60.0
2010028061,6.0
2010028063,12.0
2010028064,8.0
2010028065,35.0
2010028066,5.0
2010028070,25.0
2010028073,19.0
2010028074,3.0
2010028075,20.0
2010028076,32.0
2010028077,80.0
2010028079,28.0
2010028080,11.0
2010028081,45.0
2010028083,5.0
2010028084,10.0
2010028085,10.0
2010028092,4.0
2010028096,7.0
2010028097,9.0
2010028098,10.0
2010028099,17.0
2010028100,8.0
2010028101,0.0
2010028102,15.0
2010028103,10.0
2010028104,29.0
2010028105,5.0
2010028106,5.0
2010028107,18.0
2010028108,4.0
2010028109,45.0
2010028110,17.0
2010028111,24.0
2010028112,15.0
2010028113,26.0
2010028114,5.0
2010028115,6.0
2010028116,4.0
2010028118,13.0
2010028119,3.0
2010028120,8.0
2010028121,20.0
2010028123,30.0
2010028124,9.0
2010028125,15.0
2010028126,30.0
2010028127,5.0
2010028137,1.0
2010028138,47.0
2010028139,3.0
2010028140,5.0
2010028141,7.0
2010028143,3.0
2010028145,10.0
2010028146,30.0
2010028147,3.0
2010028149,4.0
2010028150,8.0
2010028152,13.0
2010028153,14.0
2010028154,1.0
2010028155,2.0
2010028156,0.0
2010028157,15.0
2010028158,80.0
2010028159,10.0
2010028160,12.0
2010028161,12.0
2010028162,27.0
2010028164,5.0
2010028165,0.0
2010028166,2.0
2010028167,90.0
2010028168,45.0
2010028171,20.0
2010028172,33.0
2010028174,10.0
2010028175,11.0
2010028176,4.0
2010028178,3.0
2010028179,15.0
2010028180,7.0
2010028181,50.0
2010028182,11.0
2010028185,32.0
2010028186,15.0
2010028201,2.0
2010028202,13.0
2010028205,11.0
2010028206,3.0
2010028208,12.0
2010028209,8.0
2010028210,30.0
2010028212,4.0
2010028214,5.0
2010028215,1.0
2010028216,9.0
2010028217,2.0
2010028218,14.0
2010028219,14.0
2010028220,10.0
2010028221,35.0
2010028222,15.0
2010028223,5.0
2010028224,40.0
2010028225,18.0
2010028226,25.0
2010028227,33.0
2010028228,5.0
2010028229,11.0
2010028230,2.0
2010028231,0.0
2010028232,10.0
2010028233,15.0
2010028235,7.0
2010028236,3.0
2010028237,45.0
2010028238,8.0
2010028239,4.0
2010028241,5.0
2010028243,1.0
2010028244,8.0
2010028245,0.0
2010028246,1.0
2010028247,34.0
2010028248,2.0
2010028249,55.0
2010028250,3.0
2010028251,13.0
2010028252,15.0
2010028253,60.0
2010028254,4.0
2010028255,30.0
2010028256,20.0
2010028257,25.0
2010028258,10.0
2010028259,5.0
2010028260,2.0
2010028261,20.0
2010028263,4.0
2010028265,9.0
2010028266,22.0
2010028269,8.0
2010028270,45.0
2010028272,21.0
2010028273,26.0
2010028274,8.0
2010028275,1.0
2010028276,0.0
2010028277,15.0
2010028279,57.0
2010028280,8.0
2010028281,1.0
2010028284,35.0
2010028286,9.0
2010028287,11.0
2010028288,12.0
2010028289,2.0
2010028291,55.0
2010028292,16.0
2010028293,26.0
2010028294,10.0
2010028295,1.0
2010028297,24.0
2010028298,13.0
2010028299,12.0
2010028300,8.0
2010028301,16.0
2010028302,56.0
2010028303,1.0
2010028304,4.0
2010028305,25.0
2010028306,14.0
2010028307,10.0
2010028310,39.0
2010028311,3.0
2010028312,10.0
2010028313,3.0
2010028314,42.0
2010028315,10.0
2010028316,37.0
2010028317,13.0
2010028318,1.0
2010028319,0.0
2010028320,26.0
2010028321,4.0
2010028322,0.0
2010028323,16.0
2010028324,9.0
2010028325,14.0
2010028326,0.0
2010028327,8.0
2010028329,6.0
2010028330,10.0
2010028331,8.0
2010028332,7.0
2010028333,17.0
2010028334,30.0
2010028335,63.0
2010028336,11.0
2010028337,6.0
2010028338,35.0
2010028339,26.0
2010028340,5.0
2010028341,80.0
2010028342,15.0
2010028343,1.0
2010028344,4.0
2010028345,36.0
2010028347,35.0
2010028348,75.0
2010028349,18.0
2010028350,6.0
2010028352,15.0
2010028353,7.0
2010028354,6.0
2010028355,0.0
2010028356,5.0
2010028357,8.0
2010028358,0.0
2010028359,6.0
2010028360,20.0
2010028362,12.0
2010028364,15.0
2010028366,1.0
2010028367,22.0
2010028368,10.0
2010028370,31.0
2010028371,20.0
2010028372,10.0
2010028374,9.0
2010028376,33.0
2010028378,20.0
2010028379,6.0
2010028381,5.0
2010028382,12.0
2010028383,4.0
2010028384,3.0
2010028386,18.0
2010028387,10.0
2010028388,15.0
2010028389,18.0
2010028392,10.0
2010028393,25.0
2010028394,5.0
2010028395,2.0
2010028398,7.0
2010028399,10.0
2010028400,20.0
2010028401,19.0
2010028402,8.0
2010028403,15.0
2010028404,5.0
2010028405,20.0
2010028406,7.0
2010028408,11.0
2010028409,8.0
2010028410,26.0
2010028411,16.0
2010028518,3.0
2010028521,4.0
2010028525,13.0
2010028526,28.0
2010028528,8.0
2010028529,12.0
2010028530,8.0
2010028536,10.0
2010028537,9.0
2010028539,31.0
2010028540,25.0
2010028543,19.0
2010028544,1.0
2010028545,15.0
2010028546,7.0
2010028547,15.0
2010028549,39.0
2010028550,6.0
2010028551,13.0
2010028557,6.0
2010028558,11.0
2010028559,0.0
2010028560,25.0
2010028561,0.0
2010028562,4.0
2010028563,4.0
2010028564,10.0
2010028567,7.0
2010028568,6.0
2010028571,7.0
2010028575,14.0
2010028576,27.0
2010028578,5.0
2010028579,11.0
2010028580,6.0
2010028581,27.0
2010028582,0.0
2010028584,2.0
2010028585,5.0
2010028587,27.0
2010028588,6.0
2010028589,4.0
2010028590,10.0
2010028592,14.0
2010028593,60.0
2010028594,17.0
2010028595,7.0
2010028597,7.0
2010028598,10.0
2010028599,10.0
2010028600,80.0
2010028601,0.0
2010028703,6.0
2010028704,12.0
2010028705,22.0
2010028708,21.0
2010029249,11.0
2010029250,1.0
2010029381,4.0
2010029382,16.0
2010029387,4.0
2010029390,8.0
2010029391,8.0
2010029467,10.0
2010029471,25.0
2010029474,10.0
2010029570,5.0
2010029572,4.0
2010029575,10.0
2010029577,15.0
2010029608,5.0
2010029609,4.0
2010029610,2.0
2010029612,12.0
2010029613,14.0
2010029736,10.0
2010029737,10.0
2010029766,87.0
2010029768,18.0
2010029874,2.0
2010030175,4.0
2010030176,13.0
2010030178,13.0
2010030179,8.0
2010030183,7.0
2010030184,6.0
2010030186,7.0
2010030187,6.0
2010030188,1.0
2010030190,11.0
2010030239,4.0
2010030304,0.0
2010030345,1.0
2010030346,3.0
2010030372,6.0
2010030373,25.0
2010030374,30.0
2010030375,1.0
2010030376,12.0
2010030377,87.0
2010030443,2.0
2010030478,14.0
2010030480,14.0
2010030482,10.0
2010030484,1.0
2010030596,22.0
2010030598,13.0
2010030599,8.0
2010030600,8.0
2010030601,9.0
2010030602,15.0
2010030603,0.0
2010030605,4.0
2010030606,11.0
2010030608,4.0
2010030706,8.0
2010030708,2.0
2010030862,11.0
2010030863,1.0
2010031316,9.0
2010031318,18.0
2010031320,64.0
2010031322,40.0
2010031324,7.0
2010031380,41.0
2010031744,5.0
2010031745,10.0
2010031746,4.0
2010031749,30.0
2010031751,2.0
2010031752,10.0
2010031753,6.0
2010031758,1.0
2010031759,14.0
2010031872,22.0
2010031873,11.0
2010031874,32.0
2010031875,13.0
2010031877,11.0
2010031878,30.0
2010031879,18.0
2010031880,13.0
2010031884,18.0
2010031885,11.0
2010032071,0.0
2010032096,30.0
2010032097,7.0
2010032098,14.0
2010032101,8.0
2010032102,2.0
2010032103,17.0
2010032105,2.0
2010032106,11.0
2010032107,40.0
2010032108,5.0
2010032109,11.0
2010032215,11.0
2010032216,4.0
2010032218,25.0
2010032402,3.0
2010032458,5.0
2010032459,63.0
2010032461,16.0
2010032462,34.0
2010032464,15.0
2010032465,16.0
2010032466,15.0
2010032468,26.0
2010032475,2.0
2010032476,7.0
2010032477,16.0
2010032478,0.0
2010032479,4.0
2010032480,2.0
2010032481,5.0
2010032482,15.0
2010032483,15.0
2010032484,10.0
2010032485,20.0
2010032491,3.0
2010032492,26.0
2010032493,17.0
2010032494,11.0
2010032495,6.0
2010032496,2.0
2010032497,6.0
2010032498,26.0
2010032499,6.0
2010032500,11.0
2010032503,37.0
2010032504,4.0
2010032505,8.0
2010032508,4.0
2010032509,2.0
2010032510,18.0
2010032514,18.0
2010032515,26.0
2010032516,10.0
2010032517,18.0
2010032518,6.0
2010032535,30.0
2010032536,3.0
2010032537,10.0
2010032541,7.0
2010032542,2.0
2010032544,4.0
2010032545,20.0
2010032574,8.0
2010032576,8.0
2010032578,0.0
2010032579,0.0
2010032581,8.0
2010032582,15.0
2010032583,5.0
2010032585,0.0
2010032586,5.0
2010032587,47.0
2010032588,1.0
2010032602,5.0
2010032604,35.0
2010032605,12.0
2010032606,1.0
2010032607,17.0
2010032608,19.0
2010032609,0.0
2010032610,75.0
2010032612,6.0
2010032626,24.0
2010032627,25.0
2010032628,30.0
2010032630,5.0
2010032631,8.0
2010032632,10.0
2010032634,8.0
2010032635,0.0
2010032636,9.0
2010032637,8.0
2010032639,22.0
2010032640,4.0
2010032641,37.0
2010032642,35.0
2010032644,10.0
2010032645,34.0
2010032646,6.0
2010032647,4.0
2010032648,33.0
2010032649,17.0
2010032650,1.0
2010032651,9.0
2010032652,26.0
2010032711,20.0
2010032712,35.0
2010032716,79.0
2010032718,6.0
2010032719,5.0
2010032720,53.0
2010032727,4.0
2010032728,3.0
2010032729,2.0
2010032730,23.0
2010032731,10.0
2010032732,2.0
2010032733,10.0
2010032734,4.0
2010032735,4.0
2010032736,7.0
2010032737,5.0
2010032738,9.0
2010032739,2.0
2010032740,7.0
2010032741,60.0
2010032743,17.0
2010032745,3.0
2010032746,32.0
2010032747,6.0
2010032748,12.0
2010032750,10.0
2010032752,5.0
2010032754,5.0
2010032756,6.0
2010032757,16.0
2010032758,3.0
2010032759,2.0
2010032761,20.0
2010032762,2.0
2010032763,5.0
2010032764,3.0
2010032766,15.0
2010032767,20.0
2010032768,5.0
2010032769,20.0
2010032770,43.0
2010032771,30.0
2010032772,2.0
2010032773,5.0
2010032774,23.0
2010032775,16.0
2010032776,27.0
2010032777,8.0
2010032778,4.0
2010032779,7.0
2010032780,3.0
2010032781,10.0
2010032782,7.0
2010032783,0.0
2010032784,5.0
2010032785,2.0
2010032786,2.0
2010032787,1.0
2010032788,3.0
2010032789,18.0
2010032791,2.0
2010032792,10.0
2010032793,25.0
2010032796,2.0
2010032797,30.0
2010032803,2.0
2010032805,7.0
2010032807,10.0
2010032808,3.0
2010032809,10.0
2010032810,75.0
2010032811,5.0
2010032813,1.0
2010032814,10.0
2010032815,3.0
2010032816,2.0
2010032817,18.0
2010032819,90.0
2010032821,0.0
2010032822,22.0
2010032823,45.0
2010032824,20.0
2010032825,15.0
2010032826,15.0
2010032827,5.0
2010032828,40.0
2010032830,15.0
2010032832,47.0
2010032833,19.0
2010032834,30.0
2010032835,30.0
2010032836,12.0
2010032837,17.0
2010032838,7.0
2010032839,11.0
2010032840,20.0
2010033293,56.0
2010033398,62.0
2010033399,15.0
2010033402,12.0
2010033564,1.0
2010033568,12.0
2010033569,9.0
2010033570,18.0
2010033573,10.0
2010033575,8.0
2010033576,10.0
2010033673,0.0
2010033773,15.0
2010033902,23.0
2010033904,8.0
2010033906,23.0
2010033909,8.0
2010033910,9.0
2010034050,4.0
2010034092,3.0
2010034093,15.0
2010034094,10.0
2010034126,9.0
2010034127,82.0
2010034128,0.0
2010034129,23.0
2010034130,22.0
2010034131,15.0
2010034132,5.0
2010034133,10.0
2010034134,5.0
2010034138,3.0
2010034141,8.0
2010034144,10.0
2010034145,45.0
2010034149,5.0
2010034151,7.0
2010034153,3.0
2010034154,10.0
2010034166,30.0
2010034168,3.0
2010034170,20.0
2010034171,20.0
2010034173,6.0
2010034174,35.0
2010034175,25.0
2010034176,20.0
2010034179,18.0
2010034180,4.0
2010034181,6.0
2010034183,67.0
2010034184,15.0
2010034186,5.0
2010034187,8.0
2010034192,10.0
2010034193,5.0
2010034194,12.0
2010034195,10.0
2010034196,35.0
2010034197,15.0
2010034199,50.0
2010034200,4.0
2010034201,7.0
2010034202,18.0
2010034203,10.0
2010034204,35.0
2010034205,15.0
2010034206,10.0
2010034207,3.0
2010034216,0.0
2010034258,8.0
2010034286,9.0
2010034460,11.0
2010034461,23.0
2010034462,27.0
2010035209,5.0
2010035306,0.0
2010035508,25.0
2010035510,34.0
2010035511,52.0
2010035529,30.0
2010035702,8.0
2010035803,0.0
2010035804,8.0
2010035805,22.0
2010035806,15.0
2010035807,1.0
2010035811,19.0
2010035812,5.0
2010035992,6.0
2010036137,15.0
2010036140,24.0
2010036141,7.0
2010036142,9.0
2010036143,21.0
2010036292,6.0
2010036293,7.0
2010036396,14.0
2010036541,7.0
2010036542,8.0
2010036544,33.0
2010036545,14.0
2010036546,14.0
2010036547,16.0
2010036548,20.0
2010036549,18.0
2010036889,66.0
2010036890,31.0
2010036891,24.0
2010037098,6.0
2010037099,29.0
2010037211,15.0
2010037214,6.0
2010037215,3.0
2010037217,0.0
2010037219,13.0
2010037252,1.0
2010037534,26.0
2010037535,2.0
2010037536,11.0
2010037537,9.0
2010037538,13.0
2010037539,15.0
2010037540,20.0
2010037669,0.0
2010037671,13.0
2010037672,0.0
2010037673,17.0
2010037675,4.0
2010037676,7.0
2010037678,18.0
2010037711,0.0
2010037743,40.0
2010037826,8.0
2010037857,4.0
2010037859,4.0
2010037860,2.0
2010037959,22.0
2010037960,15.0
2010037962,6.0
2010037963,34.0
2010037964,14.0
2010037965,2.0
2010037966,3.0
2010037967,20.0
2010037968,14.0
2010037969,8.0
2010037970,0.0
2010037972,18.0
2010037973,6.0
2010038037,5.0
2010038138,11.0
2010038144,10.0
2010038170,7.0
2010038246,15.0
2010038248,28.0
