,,crime_crime_Aggravated Assault Firearm,crime_crime_Aggravated Assault No Firearm,crime_crime_All Other Offenses,crime_crime_Arson,crime_crime_Burglary Non-Residential,crime_crime_Burglary Residential,crime_crime_DRIVING UNDER THE INFLUENCE,crime_crime_Disorderly Conduct,crime_crime_Embezzlement,crime_crime_Forgery and Counterfeiting,crime_crime_Fraud,crime_crime_Gambling Violations,crime_crime_Homicide - Criminal,crime_crime_Homicide - Criminal ,crime_crime_Homicide - Gross Negligence,crime_crime_Homicide - Justifiable ,crime_crime_Liquor Law Violations,crime_crime_Motor Vehicle Theft,crime_crime_Narcotic / Drug Law Violations,crime_crime_Offenses Against Family and Children,crime_crime_Other Assaults,crime_crime_Other Sex Offenses (Not Commercialized),crime_crime_Prostitution and Commercialized Vice,crime_crime_Public Drunkenness,crime_crime_Rape,crime_crime_Receiving Stolen Property,crime_crime_Robbery Firearm,crime_crime_Robbery No Firearm,crime_crime_Theft from Vehicle,crime_crime_Thefts,crime_crime_Vagrancy/Loitering,crime_crime_Vandalism/Criminal Mischief,crime_crime_Weapon Violations,crime_total,crash_crash_AUTOMOBILE_COUNT,crash_crash_BELTED_DEATH_COUNT,crash_crash_BELTED_SUSP_SERIOUS_INJ_COUNT,crash_crash_BICYCLE_COUNT,crash_crash_BICYCLE_DEATH_COUNT,crash_crash_BICYCLE_SUSP_SERIOUS_INJ_COUNT,crash_crash_BUS_COUNT,crash_crash_CHLDPAS_DEATH_COUNT,crash_crash_CHLDPAS_SUSP_SERIOUS_INJ_COUNT,crash_crash_COMM_VEH_COUNT,crash_crash_DRIVER_COUNT_16YR,crash_crash_DRIVER_COUNT_17YR,crash_crash_DRIVER_COUNT_18YR,crash_crash_DRIVER_COUNT_19YR,crash_crash_DRIVER_COUNT_20YR,crash_crash_DRIVER_COUNT_50_64YR,crash_crash_DRIVER_COUNT_65_74YR,crash_crash_DRIVER_COUNT_75PLUS,crash_crash_FATAL_COUNT,crash_crash_HEAVY_TRUCK_COUNT,crash_crash_HORSE_BUGGY_COUNT,crash_crash_INJURY_COUNT,crash_crash_MCYCLE_DEATH_COUNT,crash_crash_MCYCLE_SUSP_SERIOUS_INJ_COUNT,crash_crash_MOTORCYCLE_COUNT,crash_crash_NONMOTR_COUNT,crash_crash_NONMOTR_DEATH_COUNT,crash_crash_NONMOTR_SUSP_SERIOUS_INJ_COUNT,crash_crash_PED_COUNT,crash_crash_PED_DEATH_COUNT,crash_crash_PED_SUSP_SERIOUS_INJ_COUNT,crash_crash_PERSON_COUNT,crash_crash_POSSIBLE_INJ_COUNT,crash_crash_SMALL_TRUCK_COUNT,crash_crash_SUSP_MINOR_INJ_COUNT,crash_crash_SUSP_SERIOUS_INJ_COUNT,crash_crash_SUV_COUNT,crash_crash_TOT_INJ_COUNT,crash_crash_UNB_DEATH_COUNT,crash_crash_UNB_SUSP_SERIOUS_INJ_COUNT,crash_crash_UNBELTED_OCC_COUNT,crash_crash_UNK_INJ_DEG_COUNT,crash_crash_UNK_INJ_PER_COUNT,crash_crash_VAN_COUNT,crash_crash_VEHICLE_COUNT,crash_crash_COLLISION_TYPE_0,crash_crash_COLLISION_TYPE_1,crash_crash_COLLISION_TYPE_2,crash_crash_COLLISION_TYPE_3,crash_crash_COLLISION_TYPE_4,crash_crash_COLLISION_TYPE_5,crash_crash_COLLISION_TYPE_6,crash_crash_COLLISION_TYPE_7,crash_crash_COLLISION_TYPE_8,crash_crash_COLLISION_TYPE_9,crash_crash_COLLISION_TYPE_98,crash_crash_COLLISION_TYPE_99,crash_crash_ILLUMINATION_1.0,crash_crash_ILLUMINATION_2.0,crash_crash_ILLUMINATION_3.0,crash_crash_ILLUMINATION_4.0,crash_crash_ILLUMINATION_5.0,crash_crash_ILLUMINATION_6.0,crash_crash_ILLUMINATION_8.0,crash_crash_ILLUMINATION_9.0,crash_crash_ILLUMINATION_nan,crash_crash_INTERSECT_TYPE_0,crash_crash_INTERSECT_TYPE_1,crash_crash_INTERSECT_TYPE_10,crash_crash_INTERSECT_TYPE_11,crash_crash_INTERSECT_TYPE_12,crash_crash_INTERSECT_TYPE_2,crash_crash_INTERSECT_TYPE_3,crash_crash_INTERSECT_TYPE_5,crash_crash_INTERSECT_TYPE_6,crash_crash_INTERSECT_TYPE_7,crash_crash_INTERSECT_TYPE_9,crash_crash_LOCATION_TYPE_0,crash_crash_LOCATION_TYPE_1,crash_crash_LOCATION_TYPE_2,crash_crash_LOCATION_TYPE_3,crash_crash_LOCATION_TYPE_4,crash_crash_LOCATION_TYPE_5,crash_crash_LOCATION_TYPE_6,crash_crash_LOCATION_TYPE_7,crash_crash_LOCATION_TYPE_8,crash_crash_LOCATION_TYPE_99,crash_crash_MAX_SEVERITY_LEVEL_0,crash_crash_MAX_SEVERITY_LEVEL_1,crash_crash_MAX_SEVERITY_LEVEL_2,crash_crash_MAX_SEVERITY_LEVEL_3,crash_crash_MAX_SEVERITY_LEVEL_4,crash_crash_MAX_SEVERITY_LEVEL_8,crash_crash_MAX_SEVERITY_LEVEL_9,crash_crash_RELATION_TO_ROAD_1,crash_crash_RELATION_TO_ROAD_2,crash_crash_RELATION_TO_ROAD_3,crash_crash_RELATION_TO_ROAD_4,crash_crash_RELATION_TO_ROAD_5,crash_crash_RELATION_TO_ROAD_6,crash_crash_RELATION_TO_ROAD_7,crash_crash_RELATION_TO_ROAD_9,crash_crash_ROAD_CONDITION_0,crash_crash_ROAD_CONDITION_1,crash_crash_ROAD_CONDITION_2,crash_crash_ROAD_CONDITION_3,crash_crash_ROAD_CONDITION_4,crash_crash_ROAD_CONDITION_5,crash_crash_ROAD_CONDITION_6,crash_crash_ROAD_CONDITION_7,crash_crash_ROAD_CONDITION_8,crash_crash_ROAD_CONDITION_9,crash_crash_ROAD_CONDITION_98,crash_crash_ROAD_CONDITION_99,crash_crash_TCD_TYPE_0,crash_crash_TCD_TYPE_1,crash_crash_TCD_TYPE_2,crash_crash_TCD_TYPE_3,crash_crash_TCD_TYPE_4,crash_crash_TCD_TYPE_5,crash_crash_TCD_TYPE_6,crash_crash_TCD_TYPE_7,crash_crash_TCD_TYPE_8,crash_crash_TCD_TYPE_9,crash_crash_URBAN_RURAL_3,crash_crash_WEATHER1_10,crash_crash_WEATHER1_2,crash_crash_WEATHER1_3,crash_crash_WEATHER1_4,crash_crash_WEATHER1_5,crash_crash_WEATHER1_6,crash_crash_WEATHER1_7,crash_crash_WEATHER1_8,crash_crash_WEATHER1_9,crash_crash_WEATHER1_98,crash_crash_WEATHER1_99,crash_total,traffic_stop_subject_race_asian/pacific islander,traffic_stop_subject_race_black,traffic_stop_subject_race_hispanic,traffic_stop_subject_race_other,traffic_stop_subject_race_unknown,traffic_stop_subject_race_white,traffic_stop_subject_sex_female,traffic_stop_subject_sex_male,traffic_stop_type_pedestrian,traffic_stop_type_vehicular,traffic_stop_outcome_arrest,traffic_stop_outcome_none,traffic_stop_contraband_found,traffic_stop_frisk_performed,traffic_stop_search_conducted,traffic_stop_arrest_made,traffic_stop_total
5.0,2016-09-30,0.0,3.0,27.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,39.0,1.0,0.0,0.0,2.0,0.0,5.0,2.0,35.0,39.0,0.0,18.0,2.0,207.0,23.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,42.0,7.0,0.0,1.0,2.0,11.0,13.0,0.0,0.0,6.0,3.0,2.0,2.0,36.0,0.0,3.0,0.0,0.0,8.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,14.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,1.0,1.0,6.0,2.0,0.0,17.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,379.0,2.0,98.0,17.0,0.0,4.0,228.0,97.0,252.0,109.0,240.0,14.0,335.0,1.0,13.0,16.0,14.0,1440.0
5.0,2016-10-31,0.0,7.0,23.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,33.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,36.0,0.0,25.0,1.0,199.0,24.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,47.0,5.0,3.0,1.0,0.0,9.0,14.0,0.0,0.0,6.0,8.0,9.0,1.0,37.0,0.0,3.0,0.0,0.0,6.0,2.0,3.0,3.0,5.0,0.0,0.0,0.0,14.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,4.0,7.0,3.0,18.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,17.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,419.0,10.0,94.0,5.0,2.0,5.0,247.0,120.0,243.0,112.0,251.0,11.0,352.0,2.0,13.0,10.0,11.0,1488.0
5.0,2016-11-30,1.0,5.0,17.0,0.0,0.0,7.0,3.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,26.0,25.0,0.0,19.0,3.0,151.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,38.0,8.0,1.0,2.0,0.0,12.0,12.0,0.0,0.0,6.0,2.0,2.0,1.0,28.0,0.0,4.0,0.0,0.0,8.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,8.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,6.0,2.0,1.0,13.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,323.0,2.0,75.0,6.0,1.0,5.0,207.0,97.0,199.0,114.0,182.0,6.0,290.0,3.0,10.0,10.0,6.0,1213.0
5.0,2016-12-31,1.0,5.0,12.0,0.0,2.0,13.0,2.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,17.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,39.0,46.0,0.0,18.0,3.0,186.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,35.0,4.0,3.0,1.0,0.0,9.0,7.0,0.0,0.0,5.0,2.0,8.0,0.0,30.0,0.0,1.0,0.0,0.0,7.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,9.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,2.0,4.0,9.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,12.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,300.0,9.0,88.0,8.0,2.0,2.0,197.0,90.0,216.0,78.0,228.0,13.0,293.0,4.0,17.0,19.0,13.0,1277.0
5.0,2017-01-31,1.0,1.0,28.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,30.0,0.0,21.0,0.0,162.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,34.0,3.0,3.0,4.0,0.0,7.0,13.0,0.0,0.0,5.0,6.0,2.0,1.0,29.0,1.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,5.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,7.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,289.0,5.0,91.0,6.0,3.0,2.0,190.0,119.0,178.0,84.0,213.0,8.0,289.0,0.0,9.0,11.0,8.0,1216.0
5.0,2017-02-28,0.0,2.0,15.0,2.0,1.0,7.0,1.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,23.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,22.0,26.0,0.0,21.0,1.0,157.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,2.0,1.0,5.0,6.0,0.0,0.0,2.0,1.0,3.0,0.0,26.0,1.0,1.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,2.0,1.0,2.0,7.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,221.0,8.0,75.0,12.0,1.0,6.0,218.0,93.0,227.0,113.0,207.0,10.0,310.0,3.0,11.0,11.0,10.0,1315.0
5.0,2017-03-31,0.0,6.0,27.0,0.0,2.0,10.0,2.0,5.0,3.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,26.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,15.0,30.0,0.0,16.0,1.0,184.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,38.0,7.0,6.0,3.0,1.0,9.0,13.0,1.0,1.0,13.0,2.0,0.0,0.0,32.0,0.0,5.0,1.0,0.0,4.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,13.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,3.0,6.0,2.0,0.0,14.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,11.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,344.0,10.0,111.0,14.0,4.0,2.0,272.0,135.0,278.0,97.0,316.0,12.0,401.0,2.0,10.0,16.0,12.0,1692.0
5.0,2017-04-30,0.0,5.0,60.0,0.0,1.0,1.0,2.0,4.0,1.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,27.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,11.0,27.0,0.0,13.0,0.0,188.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,26.0,4.0,0.0,3.0,1.0,5.0,15.0,0.0,0.0,4.0,7.0,2.0,1.0,17.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,220.0,10.0,137.0,16.0,4.0,5.0,320.0,159.0,333.0,139.0,353.0,5.0,487.0,1.0,12.0,10.0,5.0,1996.0
5.0,2017-05-31,2.0,6.0,30.0,0.0,2.0,7.0,0.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,29.0,0.0,0.0,2.0,1.0,0.0,4.0,2.0,25.0,40.0,0.0,26.0,0.0,193.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,3.0,1.0,1.0,2.0,0.0,17.0,0.0,0.0,1.0,5.0,1.0,0.0,4.0,1.0,0.0,55.0,7.0,4.0,0.0,0.0,16.0,17.0,0.0,0.0,17.0,10.0,2.0,3.0,53.0,0.0,7.0,0.0,0.0,10.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,20.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,4.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,1.0,0.0,0.0,7.0,8.0,1.0,23.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,17.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,22.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,519.0,7.0,99.0,10.0,1.0,7.0,240.0,118.0,246.0,119.0,245.0,9.0,355.0,1.0,10.0,10.0,9.0,1486.0
5.0,2017-06-30,0.0,5.0,42.0,1.0,1.0,9.0,4.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,24.0,2.0,0.0,1.0,1.0,0.0,4.0,2.0,32.0,30.0,0.0,22.0,0.0,202.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,3.0,0.0,6.0,9.0,0.0,0.0,2.0,4.0,0.0,0.0,21.0,0.0,3.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,3.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,224.0,5.0,88.0,15.0,1.0,3.0,217.0,111.0,218.0,107.0,222.0,12.0,317.0,2.0,15.0,13.0,12.0,1358.0
5.0,2017-07-31,0.0,11.0,29.0,0.0,5.0,6.0,2.0,0.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,36.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,37.0,0.0,25.0,0.0,207.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,6.0,7.0,0.0,0.0,6.0,6.0,1.0,0.0,18.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,170.0,7.0,74.0,8.0,1.0,3.0,165.0,71.0,187.0,63.0,195.0,13.0,245.0,2.0,8.0,15.0,13.0,1070.0
5.0,2017-08-31,0.0,3.0,23.0,1.0,3.0,4.0,3.0,5.0,3.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,30.0,39.0,0.0,28.0,1.0,198.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,43.0,7.0,4.0,3.0,0.0,9.0,18.0,0.0,0.0,11.0,8.0,0.0,0.0,33.0,1.0,4.0,0.0,0.0,7.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,14.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,5.0,7.0,0.0,15.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,14.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,391.0,7.0,78.0,13.0,0.0,2.0,192.0,85.0,207.0,78.0,214.0,11.0,281.0,1.0,10.0,16.0,11.0,1206.0
5.0,2017-09-30,0.0,7.0,13.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,28.0,34.0,0.0,27.0,0.0,187.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,4.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,35.0,3.0,3.0,0.0,1.0,11.0,18.0,0.0,0.0,9.0,14.0,1.0,4.0,34.0,0.0,2.0,0.0,0.0,10.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,9.0,0.0,11.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.0,9.0,106.0,11.0,1.0,3.0,244.0,132.0,242.0,110.0,264.0,8.0,366.0,2.0,9.0,9.0,8.0,1524.0
